disease_name	disease_id	1049-953_cmpd_diff	1150-1049_cmpd_diff	1250-1150_cmpd_diff	1350-1250_cmpd_diff	1450-1350_cmpd_diff	1550-1450_cmpd_diff	1650-1550_cmpd_diff	1750-1650_cmpd_diff	1852-1750_cmpd_diff	1950-1852_cmpd_diff	2050-1950_cmpd_diff	2150-2050_cmpd_diff	2250-2150_cmpd_diff	2294-2250_cmpd_diff	1049-953_top10_diff	1150-1049_top10_diff	1250-1150_top10_diff	1350-1250_top10_diff	1450-1350_top10_diff	1550-1450_top10_diff	1650-1550_top10_diff	1750-1650_top10_diff	1852-1750_top10_diff	1950-1852_top10_diff	2050-1950_top10_diff	2150-2050_top10_diff	2250-2150_top10_diff	2294-2250_top10_diff
Causalgia	MESH:D002422				0	0	1	1	0	1	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Brain Abscess	MESH:D001922						1	0	1	1	0	1	0	0	0						0	0	0	0	0	0	0	0	0
Barrett Esophagus	MESH:D001471				0	0	1	0	0	1	2	0	0	0	0				0	0	0	0	0	0	33.3	0	0	0	0
Bacteriuria	MESH:D001437						3	0	0	1	0	0	0	0	0						40	0	0	-6.7	0	0	0	0	0
Astrocytoma	MESH:D001254											2	0	1	0											0	0	0	0
Feeding and Eating Disorders	MESH:D001068			0	1	0	0	0	0	1	0	1	0	1	0			0	0	0	0	0	0	0	0	0	0	0	0
Anemia, Megaloblastic	MESH:D000749		0	2	0	0	0	0	0	0	0	2	0	0	0		0	0	0	0	0	0	0	0	0	33.3	0	0	0
Anemia, Hemolytic	MESH:D000743		0	1	0	1	0	0	2	0	0	0	0	0	0		0	0	0	25	-25	0	33.3	0	0	0	0	0	0
Alopecia Areata	MESH:D000506				0	1	1	0	1	0	1	0	0	0	0				0	33.3	16.7	0	10	0	6.6	0	0	0	0
Akinetic Mutism	MESH:D000405				1	0	1	0	0	0	1	1	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Agranulocytosis	MESH:D000380	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	33.3	-8.3	-5	13.3	0	0	0	0	0
Esophageal Squamous Cell Carcinoma	MESH:D000077277				0	0	0	0	1	3	0	0	0	0	0				0	0	0	0	0	50	0	0	0	-16.7	0
Heavy Metal Poisoning	MESH:D000075322	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Systemic candidiasis	MESH:C536777					0	1	1	0	2	0	0	0	0	0					0	0	50	0	16.6	0	0	0	0	0
Triple Negative Breast Neoplasms	MESH:D064726												2	1	0												0	20	0
Otomycosis	MESH:D059249					0	1	1	0	1	0	0	0	0	0					0	0	50	0	-10	0	0	0	0	0
Peripheral Arterial Disease	MESH:D058729				2	0	1	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Desmoplastic Small Round Cell Tumor	MESH:D058405						0	0	2	0	1	0	0	0	0						0	0	50	0	-10	0	0	0	0
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis	MESH:D056648					0	0	1	2	0	0	0	0	0	0					0	0	0	40	0	0	0	0	0	0
Leprosy, Multibacillary	MESH:D056006			0	0	0	0	0	1	1	0	1	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Microscopic Polyangiitis	MESH:D055953					0	0	0	2	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Angioedemas, Hereditary	MESH:D054179								1	1	0	0	0	0	1								0	50	0	0	0	0	-10
Stupor	MESH:D053608				1	0	1	1	0	0	0	0	0	0	0				0	0	50	-30	0	0	0	0	0	0	0
Hypercalciuria	MESH:D053565					1	1	1	0	0	0	0	0	0	0					-33.4	-16.6	-10	0	0	0	0	0	0	0
Prostatism	MESH:D053448						1	0	0	1	0	1	0	0	0						33.3	0	0	16.7	0	30	0	0	0
Headache Disorders, Primary	MESH:D051270						1	1	0	0	1	0	0	0	0						0	0	0	0	0	0	0	0	0
Glucose Metabolism Disorders	MESH:D044882			0	1	1	0	0	0	0	0	1	0	0	0			0	0	25	0	0	0	0	0	-5	0	0	0
Multiple Sclerosis, Chronic Progressive	MESH:D020528				0	0	0	0	2	1	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Hypokalemic Periodic Paralysis	MESH:D020514					2	0	0	1	0	0	0	0	0	0					25	0	0	-5	0	0	0	0	0	0
Migraine with Aura	MESH:D020325						0	2	0	1	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Tics	MESH:D020323				1	0	0	0	0	0	0	1	1	0	0				0	0	0	0	0	0	0	0	40	0	0
Tuberculosis, Central Nervous System	MESH:D020306					0	0	0	0	2	0	0	0	1	0					0	0	0	0	25	0	0	0	-5	0
Intracranial Hemorrhages	MESH:D020300				0	0	1	2	0	0	0	0	0	0	0				0	0	0	40	0	0	0	0	0	0	0
Serotonin Syndrome	MESH:D020230					0	0	2	0	0	0	1	0	0	0					0	0	25	0	0	0	-5	0	0	0
Neurocysticercosis	MESH:D020019				1	1	1	0	0	0	0	0	0	0	0				0	25	35	0	0	0	0	-20	0	0	0
Thrombophilia	MESH:D019851					0	0	1	0	1	0	0	0	1	0					0	0	0	0	0	0	0	0	20	0
Dysthymic Disorder	MESH:D019263									0	1	1	0	0	0									0	0	0	0	0	0
Postoperative Hemorrhage	MESH:D019106	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
Gastroparesis	MESH:D018589					1	0	1	0	0	0	0	0	1	0					0	0	25	0	0	0	0	-25	0	0
Gliosarcoma	MESH:D018316	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carcinoma, Endometrioid	MESH:D018269				2	0	0	0	0	1	0	0	0	0	0				0	0	0	0	0	40	0	0	0	0	0
Carcinoma, Embryonal	MESH:D018236										1	1	1	0	0										0	0	40	0	0
Cytomegalovirus Retinitis	MESH:D017726										0	0	1	2	0										0	0	66.6	-6.6	0
Neuroectodermal Tumors	MESH:D017599									1	1	0	0	0	0									0	0	0	0	0	0
Aortic Aneurysm, Abdominal	MESH:D017544			0	0	1	0	0	0	0	2	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Hyperpigmentation	MESH:D017495					0	0	0	1	1	0	0	0	1	0					0	0	0	0	0	0	0	0	0	0
Polymyositis	MESH:D017285					1	0	0	2	0	0	0	0	0	0					33.3	-33.3	0	40	0	0	0	0	0	0
Skin Diseases, Bacterial	MESH:D017192							0	1	0	0	0	1	0	0							0	-16.6	0	0	0	30	0	0
Prion Diseases	MESH:D017096					0	0	0	0	2	0	1	0	0	0					0	0	0	0	0	0	0	0	0	0
Serratia Infections	MESH:D016868	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40
Glomerulonephritis, Membranoproliferative	MESH:D015432						0	0	2	1	0	0	0	0	0						0	0	50	-10	0	0	0	0	0
Child Nutrition Disorders	MESH:D015362				0	0	1	0	0	0	0	0	0	0	0				0	-25	-5	0	0	0	0	0	0	0	0
Churg-Strauss Syndrome	MESH:D015267					1	0	0	2	0	0	0	0	0	0					33.3	-33.3	0	40	0	0	0	0	0	0
Cholangitis, Sclerosing	MESH:D015209						1	0	2	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Prolactinoma	MESH:D015175					1	0	0	1	0	0	0	1	0	0					0	0	0	0	0	0	0	0	0	0
Viremia	MESH:D014766							0	0	1	1	1	0	0	0							0	0	0	0	20	0	-20	0
Unconsciousness	MESH:D014474				1	0	0	1	0	1	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Tuberculosis, Lymph Node	MESH:D014388							0	0	2	0	0	0	1	0							0	0	25	0	0	0	-5	0
Tinea Capitis	MESH:D014006					0	0	1	0	1	0	0	0	0	0					0	0	50	0	-10	0	0	0	0	0
Giant Cell Arteritis	MESH:D013700					1	0	0	1	0	0	0	0	0	0					25	-25	0	40	0	0	0	0	0	0
Strongyle Infections, Equine	MESH:D013319	1	0	0	0	0	0	0	0	0	0	0	1	1	0	-16.7	0	0	0	0	-33.3	0	0	0	0	0	0	0	0
Stomatitis, Aphthous	MESH:D013281						0	1	1	0	0	1	0	0	0						0	0	0	0	0	0	0	0	0
Speech Disorders	MESH:D013064					1	0	0	1	0	0	1	0	0	0					0	0	0	0	0	0	0	0	0	0
Sigmoid Neoplasms	MESH:D012811						0	1	1	0	0	1	0	0	0						0	0	0	0	0	0	0	0	0
Sciatica	MESH:D012585					1	0	1	1	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Scabies	MESH:D012532		0	0	0	0	1	0	1	0	0	0	1	0	0		0	0	0	0	0	0	50	0	0	0	-10	0	0
Rickets	MESH:D012279				0	1	1	0	0	0	0	1	0	0	0				0	0	50	0	0	0	0	10	0	0	0
Retinoblastoma	MESH:D012175									0	1	1	0	1	0									0	0	50	0	-10	0
Hyperacusis	MESH:D012001					1	0	1	0	1	0	0	0	0	0					0	0	0	0	20	0	0	0	0	0
Radiculopathy	MESH:D011843					0	1	0	2	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Radiation Injuries, Experimental	MESH:D011833		0	0	0	0	0	0	0	1	0	1	0	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Pulmonary Eosinophilia	MESH:D011657	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Prostatic Diseases	MESH:D011469						0	0	0	1	0	1	0	0	1						0	0	0	0	0	0	0	0	0
Premenstrual Syndrome	MESH:D011293	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phobic Disorders	MESH:D010698				0	0	1	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Pericardial Effusion	MESH:D010490	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0
Parasitic Diseases, Animal	MESH:D010273	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	50	0	0	0	0	-10	0	0
Osteomalacia	MESH:D010018				0	0	0	0	0	0	0	1	0	0	1				0	0	0	0	0	0	0	-16.6	0	0	30
Optic Nerve Diseases	MESH:D009901							0	1	1	0	0	0	1	0							0	0	0	0	0	0	0	0
Oliguria	MESH:D009846			0	0	0	2	1	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Muscle Hypertonia	MESH:D009122					0	0	0	0	1	0	0	1	0	0					0	0	0	0	0	0	0	0	0	0
Mucocutaneous Lymph Node Syndrome	MESH:D009080				0	0	1	1	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Mucocele	MESH:D009078	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mite Infestations	MESH:D008924	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
Lymphoma, Follicular	MESH:D008224						1	0	2	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Liver Abscess	MESH:D008100							0	1	0	1	1	0	0	0							0	0	0	0	20	0	0	0
Liposarcoma	MESH:D008080					0	0	0	1	0	1	0	1	0	0					0	0	0	33.3	0	-8.3	0	-5	0	0
Keratitis	MESH:D007634					0	1	1	0	1	0	0	0	0	0					0	0	50	0	-10	0	0	0	0	0
Insect Bites and Stings	MESH:D007299	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	-33.4	-16.6	0	0	10	0	0	0	0	0	0
Hypoparathyroidism	MESH:D007011				0	0	1	0	0	0	0	1	0	0	0				0	0	50	0	0	0	0	10	0	0	0
Hypersensitivity, Delayed	MESH:D006968			0	0	0	1	1	0	0	0	1	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Hyperparathyroidism, Secondary	MESH:D006962							0	1	0	0	1	1	0	0							0	-33.4	0	0	8.4	5	0	0
Hyperhidrosis	MESH:D006945							0	1	1	0	0	0	0	0							0	0	0	0	0	0	0	0
Hyperemesis Gravidarum	MESH:D006939			0	1	0	0	2	0	0	0	0	0	0	0			0	-33.4	0	0	13.4	0	0	0	0	0	0	0
Hirsutism	MESH:D006628						1	1	0	0	1	0	0	0	0						0	0	0	0	0	0	0	0	0
Herpes Genitalis	MESH:D006558					0	0	1	0	1	0	0	0	0	0					0	0	50	0	10	-20	0	0	0	0
Postpartum Hemorrhage	MESH:D006473		0	0	1	0	1	0	0	0	1	0	0	0	0		0	0	0	0	50	0	0	0	-10	0	0	0	0
Heartburn	MESH:D006356				1	0	1	0	0	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Hearing Loss, Sensorineural	MESH:D006319		0	0	1	1	0	0	1	0	0	0	0	0	0		0	0	0	25	-25	0	40	0	0	0	0	0	0
Craniocerebral Trauma	MESH:D006259						1	1	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Giardiasis	MESH:D005873		0	2	1	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Friedreich Ataxia	MESH:D005621	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fanconi Anemia	MESH:D005199	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	75	0	-15	-20	0	-20	0
Esophageal and Gastric Varices	MESH:D004932							0	1	1	0	1	0	0	0							0	0	50	0	-10	0	0	0
Erythromelalgia	MESH:D004916				2	1	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Leukemia, Erythroblastic, Acute	MESH:D004915					1	0	1	0	0	0	0	0	0	0					0	0	40	0	0	0	0	0	0	0
Ependymoma	MESH:D004806											2	0	1	0											0	0	0	0
Endocarditis, Subacute Bacterial	MESH:D004698							0	1	0	1	0	1	0	0							0	0	0	0	0	40	0	0
Eclampsia	MESH:D004461					1	0	0	1	0	0	1	0	0	0					0	0	0	0	0	0	0	0	0	0
Diabetes Mellitus, Type 1	MESH:D003922				0	0	0	1	1	0	0	1	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Death	MESH:D003643	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptococcosis	MESH:D003453					0	1	1	0	1	0	0	0	0	0					0	0	50	0	-10	0	0	0	0	0
Cross Infection	MESH:D003428							0	0	0	0	1	1	0	0							0	0	0	0	0	0	0	0
Corynebacterium Infections	MESH:D003354										1	0	1	0	0										0	0	0	0	0
Conjunctivitis, Allergic	MESH:D003233			0	0	0	2	0	0	0	0	1	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Condylomata Acuminata	MESH:D003218								1	0	0	0	1	1	0								0	0	0	0	0	0	0
Colic	MESH:D003085						0	1	1	1	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Clostridium Infections	MESH:D003015				0	0	0	0	0	1	1	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0
Chromosome Aberrations	MESH:D002869	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	0	0
Cerebral Palsy	MESH:D002547					1	0	1	0	0	0	0	1	0	0					0	0	0	0	0	0	0	0	0	0
Hypoxia, Brain	MESH:D002534				0	0	0	0	1	1	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0
Intracranial Aneurysm	MESH:D002532									0	1	0	0	1	0									0	0	0	0	0	0
Cartilage Diseases	MESH:D002357							0	2	0	1	0	0	0	0							0	0	0	0	0	0	0	0
Carcinoma, Basal Cell	MESH:D002280					0	0	0	1	0	0	0	2	0	0					0	0	0	0	0	0	0	0	0	0
Carcinoid Tumor	MESH:D002276						0	0	1	0	0	0	1	1	0						0	0	0	0	0	0	0	0	0
Carbon Tetrachloride Poisoning	MESH:D002252					0	0	0	2	0	0	0	1	0	0					0	0	0	0	0	0	0	0	0	0
Bulimia	MESH:D002032				2	0	0	0	0	0	0	0	0	0	1				75	-25	0	0	0	0	0	0	0	0	-10
Bronchiectasis	MESH:D001987			2	0	0	1	0	0	0	0	0	0	0	0			-50	0	0	-10	0	0	0	0	0	0	0	0
Bone Diseases, Metabolic	MESH:D001851		0	0	1	0	0	0	1	0	0	0	0	0	1		0	0	0	0	0	0	0	0	0	0	0	0	20
Blastomycosis	MESH:D001759					0	1	1	0	1	0	0	0	0	0					0	0	50	0	-10	0	0	0	0	0
Urinary Bladder, Neurogenic	MESH:D001750				0	0	0	0	0	2	0	0	0	0	1				0	0	0	0	0	0	0	0	0	0	0
Cholestasis, Extrahepatic	MESH:D001651						0	0	1	0	1	1	0	0	0						0	0	0	0	0	0	0	0	0
Ascariasis	MESH:D001196	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	50	0	0	30	0	0	0	0	0	0	0	0
Aortic Valve Insufficiency	MESH:D001022						0	0	0	2	0	1	0	0	0						0	0	0	0	0	0	0	0	0
Aneurysm	MESH:D000783				0	1	0	0	2	0	0	0	0	0	0				0	-16.7	-33.3	0	0	0	0	0	0	0	0
Amebiasis	MESH:D000562	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	66.6	0	0	0	-16.6	-10	0	0	0	0	0	0
AIDS-Related Complex	MESH:D000386					2	0	1	0	0	0	0	0	0	0					75	0	25	0	0	0	0	0	0	0
Adenoviridae Infections	MESH:D000257			0	0	0	1	1	0	0	0	0	0	1	0			0	0	0	66.6	-16.6	0	0	0	0	0	-10	0
Acute Disease	MESH:D000208					1	1	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Candidemia	MESH:D058387										2	0	0	0	0										75	0	0	0	0
Vascular System Injuries	MESH:D057772					1	0	0	1	0	0	0	0	0	0					33.3	0	0	-8.3	0	0	0	0	0	0
Frontotemporal Dementia	MESH:D057180						1	0	0	0	1	0	0	0	0						0	0	0	0	0	0	0	0	0
Renal Colic	MESH:D056844			0	0	1	0	0	1	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Meningeal Carcinomatosis	MESH:D055756									0	0	1	0	1	0									0	0	66.6	0	-16.6	0
Spondylosis	MESH:D055009					1	0	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Extensively Drug-Resistant Tuberculosis	MESH:D054908									0	0	1	0	1	0									0	0	0	0	0	0
Lymphoma, Extranodal NK-T-Cell	MESH:D054391						0	0	1	0	1	0	0	0	0						0	0	0	0	0	0	0	0	0
Sinus Arrest, Cardiac	MESH:D054138								1	1	0	0	0	0	0								0	0	0	0	0	0	0
Nocturnal Enuresis	MESH:D053206					1	0	0	0	0	0	0	0	0	0					-16.6	0	0	0	0	0	0	0	0	0
Azotemia	MESH:D053099						0	0	1	1	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Bulimia Nervosa	MESH:D052018					0	1	0	0	0	0	0	0	0	1					-50	0	0	0	0	0	0	0	0	0
Gastrointestinal Stromal Tumors	MESH:D046152									1	1	0	0	0	0									0	0	0	0	0	0
Ileus	MESH:D045823											0	0	1	0											0	0	0	0
Scleroderma, Diffuse	MESH:D045743					0	0	0	1	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Carcinoma, Pancreatic Ductal	MESH:D021441	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intracranial Thrombosis	MESH:D020767				0	0	0	1	0	1	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Mononeuropathies	MESH:D020422						0	0	2	0	0	0	0	0	0						-50	0	50	0	0	0	0	0	0
Muscular Dystrophy, Duchenne	MESH:D020388									0	0	1	0	0	0									0	0	0	0	0	0
Osteoarthritis, Knee	MESH:D020370							0	0	1	0	1	0	0	0							0	0	-16.7	0	-8.3	0	0	0
Alcohol Withdrawal Seizures	MESH:D020270					0	0	1	1	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
REM Sleep Behavior Disorder	MESH:D020187							1	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Sleep Bruxism	MESH:D020186					1	0	0	1	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Sleep Apnea, Obstructive	MESH:D020181				0	0	0	0	1	0	0	1	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Acquired Hyperostosis Syndrome	MESH:D020083						0	1	0	0	0	0	0	1	0						0	0	0	0	0	0	0	0	0
Schizophrenia Spectrum and Other Psychotic Disorders	MESH:D019967				0	0	1	0	0	0	0	0	0	0	0				0	0	-16.6	0	0	0	0	0	0	0	0
Attention Deficit and Disruptive Behavior Disorders	MESH:D019958		0	0	1	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Hepatitis, Autoimmune	MESH:D019693					1	0	0	0	0	0	0	1	0	0					33.3	-33.3	0	0	0	0	0	50	0	0
Capillary Leak Syndrome	MESH:D019559							1	1	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Neck Pain	MESH:D019547					0	0	0	0	1	0	1	0	0	0					0	0	0	0	0	0	0	0	0	0
Craniofacial Abnormalities	MESH:D019465				0	0	0	1	0	0	0	1	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Epilepsy, Rolandic	MESH:D019305					0	0	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
HIV Wasting Syndrome	MESH:D019247											1	0	1	0											66.6	0	-16.6	0
Cystitis, Interstitial	MESH:D018856					0	0	0	0	1	0	0	0	1	0					0	0	0	0	0	0	0	0	0	0
Anemia, Iron-Deficiency	MESH:D018798						0	0	1	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Soft Tissue Infections	MESH:D018461	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	66.6	0	0	0	-16.6	0	0	0	0
Neuroendocrine Tumors	MESH:D018358						0	0	0	1	0	1	0	0	0						0	0	-50	0	0	0	0	0	0
Melanoma, Amelanotic	MESH:D018328						0	0	0	0	1	0	0	1	0						0	0	0	0	0	0	0	50	0
Exfoliation Syndrome	MESH:D017889						0	0	0	0	0	1	0	0	0						0	0	0	0	0	0	0	0	0
Pelvic Pain	MESH:D017699						0	0	1	1	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Hypereosinophilic Syndrome	MESH:D017681								1	1	0	0	0	0	0								0	0	0	0	0	0	0
Pyoderma Gangrenosum	MESH:D017511								0	1	0	1	0	0	0								0	0	0	0	0	0	0
Mitochondrial Myopathies	MESH:D017240				0	1	0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0
Ascaridida Infections	MESH:D017191	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malaria, Vivax	MESH:D016780								0	1	0	1	0	0	0								0	66.6	0	-16.6	0	0	0
Fungemia	MESH:D016469										0	1	0	0	0										0	-16.6	0	0	0
Iridocyclitis	MESH:D015863						0	0	0	0	0	0	1	0	0						0	0	0	0	0	0	-41.6	0	0
Eye Infections, Fungal	MESH:D015821					0	0	1	0	1	0	0	0	0	0					0	0	66.6	0	-16.6	0	0	0	0	0
Ocular Hypotension	MESH:D015814								2	0	0	0	0	0	0								50	0	0	0	0	0	0
Histiocytic Disorders, Malignant	MESH:D015620									0	1	0	0	0	0									0	0	0	0	0	0
Leprosy, Borderline	MESH:D015439			0	0	0	0	0	1	1	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Zollinger-Ellison Syndrome	MESH:D015043				0	0	1	0	0	0	1	0	0	0	0				0	0	-33.4	0	0	0	33.4	0	0	0	0
Wound Infection	MESH:D014946							0	0	0	0	0	0	0	1							0	0	0	0	0	0	0	25
Water-Electrolyte Imbalance	MESH:D014883				0	0	1	0	0	0	0	0	0	1	0				0	0	-16.7	0	0	0	0	0	0	-8.3	0
Uveomeningoencephalitic Syndrome	MESH:D014607						0	1	1	0	0	0	0	0	0						0	-33.4	-16.6	0	0	0	-25	0	0
Urologic Neoplasms	MESH:D014571			0	1	0	0	0	1	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Urinary Incontinence, Stress	MESH:D014550										2	0	0	0	0										0	0	0	0	0
Urinary Calculi	MESH:D014545						1	1	0	0	0	0	0	0	0						-33.4	8.4	0	0	0	0	0	0	0
Tuberous Sclerosis	MESH:D014402												0	0	0												0	0	0
Tuberculosis, Meningeal	MESH:D014390					0	0	0	0	2	0	0	0	0	0					0	0	0	0	25	0	0	0	0	0
Trismus	MESH:D014313							0	1	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Trichostrongyloidiasis	MESH:D014252	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thrombocytosis	MESH:D013922									1	1	0	0	0	0									0	0	0	0	0	0
Superior Vena Cava Syndrome	MESH:D013479					0	0	0	1	0	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Sunburn	MESH:D013471				0	1	0	0	0	0	0	0	0	0	0				0	50	0	0	0	0	0	0	0	0	0
Strongyloidiasis	MESH:D013322	1	0	0	0	1	0	0	0	0	0	0	0	0	0	-33.4	0	0	0	-16.6	0	0	0	0	0	0	0	0	0
Stomatitis	MESH:D013280	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spermatic Cord Torsion	MESH:D013086									1	1	0	0	0	0									0	0	0	0	0	0
Skin Ulcer	MESH:D012883						1	0	1	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Sinus Thrombosis, Intracranial	MESH:D012851				0	0	0	1	0	0	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0
Sick Sinus Syndrome	MESH:D012804					0	0	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Schistosomiasis mansoni	MESH:D012555					0	0	0	0	1	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Puerperal Disorders	MESH:D011644					0	0	2	0	0	0	0	0	0	0					0	0	50	0	0	0	0	0	0	0
Puberty, Precocious	MESH:D011629						1	1	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Pterygium	MESH:D011625									2	0	0	0	0	0									0	0	0	0	0	0
Psychomotor Disorders	MESH:D011596	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proctocolitis	MESH:D011350			0	1	0	0	0	1	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Pregnancy Complications	MESH:D011248				0	0	0	1	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0
Pica	MESH:D010842								1	1	0	0	0	0	0								0	0	0	0	0	0	0
Pheochromocytoma	MESH:D010673			0	0	0	0	1	0	0	0	1	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Familial Mediterranean Fever	MESH:D010505								1	0	0	0	0	1	0								0	0	0	0	0	0	0
Paraproteinemias	MESH:D010265							0	0	1	1	0	0	0	0							0	0	0	0	0	0	0	0
Paraplegia	MESH:D010264									0	1	0	1	0	0									0	0	0	0	0	0
Paraganglioma	MESH:D010235			1	0	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0	0	0	0	0	0	0
Papilloma	MESH:D010212	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	-50	0	0
Neuromuscular Diseases	MESH:D009468		0	0	0	0	1	0	0	0	0	0	0	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Neoplasms, Unknown Primary	MESH:D009382				0	0	0	0	0	0	0	0	1	1	0				0	0	0	0	0	0	0	0	0	0	0
