disease_name	disease_id	953_cmpds	1049_cmpds	1150_cmpds	1250_cmpds	1350_cmpds	1450_cmpds	1550_cmpds	1650_cmpds	1750_cmpds	1852_cmpds	1950_cmpds	2050_cmpds	2150_cmpds	2250_cmpds	2294_cmpds	953_top10	1049_top10	1150_top10	1250_top10	1350_top10	1450_top10	1550_top10	1650_top10	1750_top10	1852_top10	1950_top10	2050_top10	2150_top10	2250_top10	2294_top10
Respiratory Distress Syndrome, Newborn	MESH:D012127							3	5	6	6	6	6	6	6	6							66.6	40	33.3	33.3	33.3	33.3	33.3	33.3	33.3
Respiration Disorders	MESH:D012120						2	4	5	5	6	6	6	6	6	6						0	0	0	0	33.3	33.3	33.3	33.3	33.3	33.3
Rectal Neoplasms	MESH:D012004						2	2	2	4	5	5	5	6	6	6						0	0	0	0	0	0	0	16.6	16.6	16.6
Pseudotumor Cerebri	MESH:D011559					2	4	5	6	6	6	6	6	6	6	6					0	0	20	16.6	16.6	16.6	16.6	0	0	0	0
Priapism	MESH:D011317	2	2	2	3	3	4	5	6	6	6	6	6	6	6	6	100	100	100	100	100	100	80	83.3	83.3	83.3	83.3	83.3	83.3	83.3	83.3
Polyneuropathies	MESH:D011115						2	2	3	4	4	4	4	4	6	6						0	0	0	0	0	0	0	0	0	0
Pleural Effusion	MESH:D010996		2	2	2	3	4	5	5	6	6	6	6	6	6	6		0	0	0	0	25	60	60	66.6	66.6	66.6	50	50	50	50
Placenta Diseases	MESH:D010922			2	5	5	5	5	5	5	5	5	5	5	6	6			0	20	20	20	20	20	20	20	0	0	0	0	0
Lice Infestations	MESH:D010373	2	3	4	4	4	4	4	4	5	5	5	6	6	6	6	100	66.6	50	50	50	50	50	50	40	40	40	33.3	33.3	33.3	33.3
Optic Neuritis	MESH:D009902		2	2	2	2	3	3	3	5	5	5	6	6	6	6		50	50	50	50	66.6	33.3	33.3	60	60	60	50	50	50	50
Oligodendroglioma	MESH:D009837											3	5	5	6	6											0	0	0	0	0
Nephrosclerosis	MESH:D009400				2	3	4	4	4	4	4	5	6	6	6	6				0	0	25	25	25	25	25	20	16.6	16.6	16.6	16.6
Neoplasms, Germ Cell and Embryonal	MESH:D009373						2	2	2	3	3	3	4	6	6	6						0	0	0	0	0	0	0	0	0	0
Waldenstrom Macroglobulinemia	MESH:D008258						2	3	3	4	4	5	6	6	6	6						0	0	0	0	0	40	33.3	33.3	33.3	33.3
Liver Abscess, Amebic	MESH:D008101	3	3	3	4	4	5	5	6	6	6	6	6	6	6	6	66.6	66.6	66.6	50	50	40	40	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3
Leukocytosis	MESH:D007964			2	3	3	4	4	4	5	6	6	6	6	6	6			0	0	0	0	0	0	0	0	0	0	0	0	0
Leishmaniasis, Mucocutaneous	MESH:D007897	3	3	3	3	4	4	4	5	5	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lead Poisoning	MESH:D007855				2	3	4	4	4	5	6	6	6	6	6	6				0	0	0	0	0	0	0	0	0	0	0	0
Intestinal Diseases, Parasitic	MESH:D007411	3	4	4	4	5	6	6	6	6	6	6	6	6	6	6	33.3	25	25	25	20	16.6	0	0	0	0	0	0	0	0	0
Immune System Diseases	MESH:D007154	2	2	2	2	4	5	5	5	5	5	5	5	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyperlipidemia, Familial Combined	MESH:D006950					2	3	3	3	5	5	5	5	6	6	6					0	66.6	66.6	66.6	60	60	40	40	33.3	33.3	33.3
Horse Diseases	MESH:D006734	3	4	4	4	4	4	4	4	4	4	4	4	5	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granuloma	MESH:D006099			2	3	3	4	5	5	5	6	6	6	6	6	6			0	0	0	0	40	40	40	33.3	33.3	33.3	33.3	33.3	33.3
Glomerulonephritis, IGA	MESH:D005922					2	3	3	4	4	5	6	6	6	6	6					0	33.3	0	0	0	0	33.3	33.3	33.3	33.3	33.3
Gastroenteritis	MESH:D005759					2	4	4	5	5	5	6	6	6	6	6					0	0	0	0	0	0	0	0	0	0	0
Gallbladder Diseases	MESH:D005705	2	2	3	3	5	6	6	6	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fetal Growth Retardation	MESH:D005317				2	2	3	3	4	4	5	5	5	6	6	6				0	0	0	0	0	0	0	0	0	0	0	0
Fanconi Syndrome	MESH:D005198						3	3	4	5	5	5	5	5	6	6						0	0	0	0	0	0	0	0	0	0
Dirofilariasis	MESH:D004184				2	3	3	3	3	3	3	4	4	5	6	6				0	0	0	0	0	0	0	0	0	0	0	0
Deglutition Disorders	MESH:D003680				2	3	3	6	6	6	6	6	6	6	6	6				0	0	0	16.6	16.6	16.6	16.6	16.6	16.6	16.6	16.6	16.6
Coronary Thrombosis	MESH:D003328				2	2	2	2	4	4	5	5	5	6	6	6				0	0	0	0	0	0	0	0	0	0	0	0
Corneal Diseases	MESH:D003316				2	2	2	3	4	4	6	6	6	6	6	6				0	0	0	0	0	0	33.3	33.3	33.3	33.3	33.3	33.3
Cleft Palate	MESH:D002972				4	4	5	6	6	6	6	6	6	6	6	6				75	75	40	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3
Cholestasis, Intrahepatic	MESH:D002780					2	4	4	5	5	6	6	6	6	6	6					0	0	0	0	0	0	0	0	0	0	0
Chlamydia Infections	MESH:D002690				2	2	3	5	5	5	6	6	6	6	6	6				0	0	0	80	60	60	83.3	83.3	66.6	66.6	66.6	66.6
Developmental Disabilities	MESH:D002658				2	2	2	2	2	2	4	4	5	5	5	6				0	0	0	0	0	0	0	0	0	0	0	0
Causalgia	MESH:D002422				3	3	3	4	5	5	6	6	6	6	6	6				0	0	0	0	0	0	0	0	0	0	0	0
Brain Abscess	MESH:D001922						2	3	3	4	5	5	6	6	6	6						0	0	0	0	0	0	0	0	0	0
Barrett Esophagus	MESH:D001471				2	2	2	3	3	3	4	6	6	6	6	6				0	0	0	0	0	0	0	33.3	33.3	33.3	33.3	33.3
Bacteriuria	MESH:D001437						2	5	5	5	6	6	6	6	6	6						0	40	40	40	33.3	33.3	33.3	33.3	33.3	33.3
Astrocytoma	MESH:D001254											3	5	5	6	6											0	0	0	0	0
Feeding and Eating Disorders	MESH:D001068			2	2	3	3	3	3	3	4	4	5	5	6	6			0	0	0	0	0	0	0	0	0	0	0	0	0
Anemia, Megaloblastic	MESH:D000749		2	2	4	4	4	4	4	4	4	4	6	6	6	6		0	0	0	0	0	0	0	0	0	0	33.3	33.3	33.3	33.3
Anemia, Hemolytic	MESH:D000743		2	2	3	3	4	4	4	6	6	6	6	6	6	6		0	0	0	0	25	0	0	33.3	33.3	33.3	33.3	33.3	33.3	33.3
Alopecia Areata	MESH:D000506				2	2	3	4	4	5	5	6	6	6	6	6				0	0	33.3	50	50	60	60	66.6	66.6	66.6	66.6	66.6
Akinetic Mutism	MESH:D000405				2	3	3	4	4	4	4	5	6	6	6	6				0	0	0	0	0	0	0	0	0	0	0	0
Agranulocytosis	MESH:D000380	2	2	2	2	2	2	3	4	5	6	6	6	6	6	6	0	0	0	0	0	0	33.3	25	20	33.3	33.3	33.3	33.3	33.3	33.3
Esophageal Squamous Cell Carcinoma	MESH:D000077277				2	2	2	2	2	3	6	6	6	6	6	6				0	0	0	0	0	0	50	50	50	50	33.3	33.3
Heavy Metal Poisoning	MESH:D000075322	3	3	3	3	4	5	5	5	5	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Systemic candidiasis	MESH:C536777					2	2	3	4	4	6	6	6	6	6	6					0	0	0	50	50	66.6	66.6	66.6	66.6	66.6	66.6
Triple Negative Breast Neoplasms	MESH:D064726												2	4	5	5												0	0	20	20
Otomycosis	MESH:D059249					2	2	3	4	4	5	5	5	5	5	5					0	0	0	50	50	40	40	40	40	40	40
Peripheral Arterial Disease	MESH:D058729				2	4	4	5	5	5	5	5	5	5	5	5				0	0	0	0	0	0	0	0	0	0	0	0
Desmoplastic Small Round Cell Tumor	MESH:D058405						2	2	2	4	4	5	5	5	5	5						0	0	0	50	50	40	40	40	40	40
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis	MESH:D056648					2	2	2	3	5	5	5	5	5	5	5					0	0	0	0	40	40	40	40	40	40	40
Leprosy, Multibacillary	MESH:D056006			2	2	2	2	2	2	3	4	4	5	5	5	5			0	0	0	0	0	0	0	0	0	0	0	0	0
Microscopic Polyangiitis	MESH:D055953					2	2	2	2	4	5	5	5	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Angioedemas, Hereditary	MESH:D054179								2	3	4	4	4	4	4	5								0	0	50	50	50	50	50	40
Stupor	MESH:D053608				2	3	3	4	5	5	5	5	5	5	5	5				0	0	0	50	20	20	20	20	20	20	20	20
Hypercalciuria	MESH:D053565					2	3	4	5	5	5	5	5	5	5	5					100	66.6	50	40	40	40	40	40	40	40	40
Prostatism	MESH:D053448						2	3	3	3	4	4	5	5	5	5						0	33.3	33.3	33.3	50	50	80	80	80	80
Headache Disorders, Primary	MESH:D051270						2	3	4	4	4	5	5	5	5	5						0	0	0	0	0	0	0	0	0	0
Glucose Metabolism Disorders	MESH:D044882			2	2	3	4	4	4	4	4	4	5	5	5	5			0	0	0	25	25	25	25	25	25	20	20	20	20
Multiple Sclerosis, Chronic Progressive	MESH:D020528				2	2	2	2	2	4	5	5	5	5	5	5				0	0	0	0	0	0	0	0	0	0	0	0
Hypokalemic Periodic Paralysis	MESH:D020514					2	4	4	4	5	5	5	5	5	5	5					0	25	25	25	20	20	20	20	20	20	20
Migraine with Aura	MESH:D020325						2	2	4	4	5	5	5	5	5	5						0	0	0	0	0	0	0	0	0	0
Tics	MESH:D020323				2	3	3	3	3	3	3	3	4	5	5	5				0	0	0	0	0	0	0	0	0	40	40	40
Tuberculosis, Central Nervous System	MESH:D020306					2	2	2	2	2	4	4	4	4	5	5					0	0	0	0	0	25	25	25	25	20	20
Intracranial Hemorrhages	MESH:D020300				2	2	2	3	5	5	5	5	5	5	5	5				0	0	0	0	40	40	40	40	40	40	40	40
Serotonin Syndrome	MESH:D020230					2	2	2	4	4	4	4	5	5	5	5					0	0	0	25	25	25	25	20	20	20	20
Neurocysticercosis	MESH:D020019				2	3	4	5	5	5	5	5	5	5	5	5				0	0	25	60	60	60	60	60	40	40	40	40
Thrombophilia	MESH:D019851					2	2	2	3	3	4	4	4	4	5	5					0	0	0	0	0	0	0	0	0	20	20
Dysthymic Disorder	MESH:D019263									3	3	4	5	5	5	5									0	0	0	0	0	0	0
Postoperative Hemorrhage	MESH:D019106	2	2	2	2	3	3	4	4	4	4	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	40	40	40	40	40
Gastroparesis	MESH:D018589					2	3	3	4	4	4	4	4	4	5	5					0	0	0	25	25	25	25	25	0	0	0
Gliosarcoma	MESH:D018316	2	2	2	2	2	2	2	2	3	3	3	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carcinoma, Endometrioid	MESH:D018269				2	4	4	4	4	4	5	5	5	5	5	5				0	0	0	0	0	0	40	40	40	40	40	40
Carcinoma, Embryonal	MESH:D018236										2	3	4	5	5	5										0	0	0	40	40	40
Cytomegalovirus Retinitis	MESH:D017726										2	2	2	3	5	5										0	0	0	66.6	60	60
Neuroectodermal Tumors	MESH:D017599									3	4	5	5	5	5	5									0	0	0	0	0	0	0
Aortic Aneurysm, Abdominal	MESH:D017544			2	2	2	3	3	3	3	3	5	5	5	5	5			0	0	0	0	0	0	0	0	0	0	0	0	0
Hyperpigmentation	MESH:D017495					2	2	2	2	3	4	4	4	4	5	5					0	0	0	0	0	0	0	0	0	0	0
Polymyositis	MESH:D017285					2	3	3	3	5	5	5	5	5	5	5					0	33.3	0	0	40	40	40	40	40	40	40
Skin Diseases, Bacterial	MESH:D017192							3	3	4	4	4	4	5	5	5							66.6	66.6	50	50	50	50	80	80	80
Prion Diseases	MESH:D017096					2	2	2	2	2	4	4	5	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Serratia Infections	MESH:D016868	2	2	2	2	2	3	3	3	3	3	3	4	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
Glomerulonephritis, Membranoproliferative	MESH:D015432						2	2	2	4	5	5	5	5	5	5						0	0	0	50	40	40	40	40	40	40
Child Nutrition Disorders	MESH:D015362				4	4	4	5	5	5	5	5	5	5	5	5				50	50	25	20	20	20	20	20	20	20	20	20
Churg-Strauss Syndrome	MESH:D015267					2	3	3	3	5	5	5	5	5	5	5					0	33.3	0	0	40	40	40	40	40	40	40
Cholangitis, Sclerosing	MESH:D015209						2	3	3	5	5	5	5	5	5	5						0	0	0	0	0	0	0	0	0	0
Prolactinoma	MESH:D015175					2	3	3	3	4	4	4	4	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Viremia	MESH:D014766							2	2	2	3	4	5	5	5	5							0	0	0	0	0	20	20	0	0
Unconsciousness	MESH:D014474				2	3	3	3	4	4	5	5	5	5	5	5				0	0	0	0	0	0	0	0	0	0	0	0
Tuberculosis, Lymph Node	MESH:D014388							2	2	2	4	4	4	4	5	5							0	0	0	25	25	25	25	20	20
Tinea Capitis	MESH:D014006					3	3	3	4	4	5	5	5	5	5	5					0	0	0	50	50	40	40	40	40	40	40
Giant Cell Arteritis	MESH:D013700					3	4	4	4	5	5	5	5	5	5	5					0	25	0	0	40	40	40	40	40	40	40
Strongyle Infections, Equine	MESH:D013319	2	3	3	3	3	3	3	3	3	3	3	3	4	5	5	50	33.3	33.3	33.3	33.3	33.3	0	0	0	0	0	0	0	0	0
Stomatitis, Aphthous	MESH:D013281						2	2	3	4	4	4	5	5	5	5						0	0	0	0	0	0	0	0	0	0
Speech Disorders	MESH:D013064					2	3	3	3	4	4	4	5	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Sigmoid Neoplasms	MESH:D012811						2	2	3	4	4	4	5	5	5	5						0	0	0	0	0	0	0	0	0	0
Sciatica	MESH:D012585					2	3	3	4	5	5	5	5	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Scabies	MESH:D012532		2	2	2	2	2	3	3	4	4	4	4	5	5	5		0	0	0	0	0	0	0	50	50	50	50	40	40	40
Rickets	MESH:D012279				2	2	3	4	4	4	4	4	5	5	5	5				0	0	0	50	50	50	50	50	60	60	60	60
Retinoblastoma	MESH:D012175									2	2	3	4	4	5	5									0	0	0	50	50	40	40
Hyperacusis	MESH:D012001					2	3	3	4	4	5	5	5	5	5	5					0	0	0	0	0	20	20	20	20	20	20
Radiculopathy	MESH:D011843					2	2	3	3	5	5	5	5	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Radiation Injuries, Experimental	MESH:D011833		2	2	2	2	2	2	2	2	3	3	4	4	5	5		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pulmonary Eosinophilia	MESH:D011657	2	2	2	3	3	3	5	5	5	5	5	5	5	5	5	0	0	0	0	0	0	20	20	20	20	20	20	20	20	20
Prostatic Diseases	MESH:D011469						2	2	2	2	3	3	4	4	4	5						0	0	0	0	0	0	0	0	0	0
Premenstrual Syndrome	MESH:D011293	2	2	2	3	3	3	4	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phobic Disorders	MESH:D010698				2	2	2	3	4	5	5	5	5	5	5	5				0	0	0	0	0	0	0	0	0	0	0	0
Pericardial Effusion	MESH:D010490	2	3	3	3	3	4	5	5	5	5	5	5	5	5	5	0	0	0	0	0	0	40	40	40	40	40	40	40	40	40
Parasitic Diseases, Animal	MESH:D010273	2	2	2	3	3	3	3	4	4	4	4	4	5	5	5	0	0	0	0	0	0	0	50	50	50	50	50	40	40	40
Osteomalacia	MESH:D010018				3	3	3	3	3	3	3	3	4	4	4	5				66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	50	50	50	80
Optic Nerve Diseases	MESH:D009901							2	2	3	4	4	4	4	5	5							0	0	0	0	0	0	0	0	0
Oliguria	MESH:D009846			2	2	2	2	4	5	5	5	5	5	5	5	5			0	0	0	0	0	0	0	0	0	0	0	0	0
Muscle Hypertonia	MESH:D009122					3	3	3	3	3	4	4	4	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Mucocutaneous Lymph Node Syndrome	MESH:D009080				2	2	2	3	4	5	5	5	5	5	5	5				0	0	0	0	0	0	0	0	0	0	0	0
Mucocele	MESH:D009078	2	2	2	2	4	5	5	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mite Infestations	MESH:D008924	3	3	3	3	3	3	4	4	4	4	4	4	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40
Lymphoma, Follicular	MESH:D008224						2	3	3	5	5	5	5	5	5	5						0	0	0	0	0	0	0	0	0	0
Liver Abscess	MESH:D008100							2	2	3	3	4	5	5	5	5							0	0	0	0	0	20	20	20	20
Liposarcoma	MESH:D008080					2	2	2	2	3	3	4	4	5	5	5					0	0	0	0	33.3	33.3	25	25	20	20	20
Keratitis	MESH:D007634					2	2	3	4	4	5	5	5	5	5	5					0	0	0	50	50	40	40	40	40	40	40
Insect Bites and Stings	MESH:D007299	2	2	2	2	3	4	4	4	5	5	5	5	5	5	5	100	100	100	100	66.6	50	50	50	60	60	60	60	60	60	60
Hypoparathyroidism	MESH:D007011				3	3	3	4	4	4	4	4	5	5	5	5				0	0	0	50	50	50	50	50	60	60	60	60
Hypersensitivity, Delayed	MESH:D006968			2	2	2	2	3	4	4	4	4	5	5	5	5			0	0	0	0	0	0	0	0	0	0	0	0	0
Hyperparathyroidism, Secondary	MESH:D006962							2	2	3	3	3	4	5	5	5							100	100	66.6	66.6	66.6	75	80	80	80
Hyperhidrosis	MESH:D006945							3	3	4	5	5	5	5	5	5							0	0	0	0	0	0	0	0	0
Hyperemesis Gravidarum	MESH:D006939			2	2	3	3	3	5	5	5	5	5	5	5	5			100	100	66.6	66.6	66.6	80	80	80	80	80	80	80	80
Hirsutism	MESH:D006628						2	3	4	4	4	5	5	5	5	5						0	0	0	0	0	0	0	0	0	0
Herpes Genitalis	MESH:D006558					3	3	3	4	4	5	5	5	5	5	5					0	0	0	50	50	60	40	40	40	40	40
Postpartum Hemorrhage	MESH:D006473		2	2	2	3	3	4	4	4	4	5	5	5	5	5		0	0	0	0	0	50	50	50	50	40	40	40	40	40
Heartburn	MESH:D006356				2	3	3	4	4	4	4	5	5	5	5	5				0	0	0	0	0	0	0	0	0	0	0	0
Hearing Loss, Sensorineural	MESH:D006319		2	2	2	3	4	4	4	5	5	5	5	5	5	5		0	0	0	0	25	0	0	40	40	40	40	40	40	40
Craniocerebral Trauma	MESH:D006259						3	4	5	5	5	5	5	5	5	5						0	0	0	0	0	0	0	0	0	0
Giardiasis	MESH:D005873		2	2	4	5	5	5	5	5	5	5	5	5	5	5		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Friedreich Ataxia	MESH:D005621	3	3	3	3	3	3	4	4	4	4	4	4	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fanconi Anemia	MESH:D005199	3	3	3	3	3	3	3	3	4	4	5	5	5	5	5	0	0	0	0	0	0	0	0	75	75	60	40	40	20	20
Esophageal and Gastric Varices	MESH:D004932							2	2	3	4	4	5	5	5	5							0	0	0	50	50	40	40	40	40
Erythromelalgia	MESH:D004916				2	4	5	5	5	5	5	5	5	5	5	5				0	0	0	0	0	0	0	0	0	0	0	0
Leukemia, Erythroblastic, Acute	MESH:D004915					3	4	4	5	5	5	5	5	5	5	5					0	0	0	40	40	40	40	40	40	40	40
Ependymoma	MESH:D004806											2	4	4	5	5											0	0	0	0	0
Endocarditis, Subacute Bacterial	MESH:D004698							2	2	3	3	4	4	5	5	5							0	0	0	0	0	0	40	40	40
Eclampsia	MESH:D004461					2	3	3	3	4	4	4	5	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Diabetes Mellitus, Type 1	MESH:D003922				2	2	2	2	3	4	4	4	5	5	5	5				0	0	0	0	0	0	0	0	0	0	0	0
Death	MESH:D003643	3	3	3	3	3	3	3	4	4	4	4	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptococcosis	MESH:D003453					2	2	3	4	4	5	5	5	5	5	5					0	0	0	50	50	40	40	40	40	40	40
Cross Infection	MESH:D003428							3	3	3	3	3	4	5	5	5							0	0	0	0	0	0	0	0	0
Corynebacterium Infections	MESH:D003354										3	4	4	5	5	5										0	0	0	0	0	0
Conjunctivitis, Allergic	MESH:D003233			2	2	2	2	4	4	4	4	4	5	5	5	5			0	0	0	0	0	0	0	0	0	0	0	0	0
Condylomata Acuminata	MESH:D003218								2	3	3	3	3	4	5	5								0	0	0	0	0	0	0	0
Colic	MESH:D003085						2	2	3	4	5	5	5	5	5	5						0	0	0	0	0	0	0	0	0	0
Clostridium Infections	MESH:D003015				2	2	2	2	2	2	3	4	4	5	5	5				0	0	0	0	0	0	0	0	0	0	0	0
Chromosome Aberrations	MESH:D002869	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	25	25	25	25	25	25	25	25	25	25	25	25	20	20	20
Cerebral Palsy	MESH:D002547					2	3	3	4	4	4	4	4	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Hypoxia, Brain	MESH:D002534				2	2	2	2	2	3	4	4	4	4	5	5				0	0	0	0	0	0	0	0	0	0	0	0
Intracranial Aneurysm	MESH:D002532									3	3	4	4	4	5	5									0	0	0	0	0	0	0
Cartilage Diseases	MESH:D002357							2	2	4	4	5	5	5	5	5							0	0	0	0	0	0	0	0	0
Carcinoma, Basal Cell	MESH:D002280					2	2	2	2	3	3	3	3	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Carcinoid Tumor	MESH:D002276						2	2	2	3	3	3	3	4	5	5						0	0	0	0	0	0	0	0	0	0
Carbon Tetrachloride Poisoning	MESH:D002252					2	2	2	2	4	4	4	4	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Bulimia	MESH:D002032				2	4	4	4	4	4	4	4	4	4	4	5				0	75	50	50	50	50	50	50	50	50	50	40
Bronchiectasis	MESH:D001987			2	4	4	4	5	5	5	5	5	5	5	5	5			100	50	50	50	40	40	40	40	40	40	40	40	40
Bone Diseases, Metabolic	MESH:D001851		2	2	2	3	3	3	3	4	4	4	4	4	4	5		0	0	0	0	0	0	0	0	0	0	0	0	0	20
Blastomycosis	MESH:D001759					2	2	3	4	4	5	5	5	5	5	5					0	0	0	50	50	40	40	40	40	40	40
Urinary Bladder, Neurogenic	MESH:D001750				2	2	2	2	2	2	4	4	4	4	4	5				0	0	0	0	0	0	0	0	0	0	0	0
Cholestasis, Extrahepatic	MESH:D001651						2	2	2	3	3	4	5	5	5	5						0	0	0	0	0	0	0	0	0	0
Ascariasis	MESH:D001196	3	3	3	4	4	4	5	5	5	5	5	5	5	5	5	0	0	0	50	50	50	80	80	80	80	80	80	80	80	80
Aortic Valve Insufficiency	MESH:D001022						2	2	2	2	4	4	5	5	5	5						0	0	0	0	0	0	0	0	0	0
Aneurysm	MESH:D000783				2	2	3	3	3	5	5	5	5	5	5	5				50	50	33.3	0	0	0	0	0	0	0	0	0
Amebiasis	MESH:D000562	2	2	2	3	3	3	3	4	5	5	5	5	5	5	5	0	0	0	66.6	66.6	66.6	66.6	50	40	40	40	40	40	40	40
AIDS-Related Complex	MESH:D000386					2	4	4	5	5	5	5	5	5	5	5					0	75	75	100	100	100	100	100	100	100	100
Adenoviridae Infections	MESH:D000257			2	2	2	2	3	4	4	4	4	4	4	5	5			0	0	0	0	66.6	50	50	50	50	50	50	40	40
Acute Disease	MESH:D000208					3	4	5	5	5	5	5	5	5	5	5					0	0	0	0	0	0	0	0	0	0	0
Candidemia	MESH:D058387										2	4	4	4	4	4										0	75	75	75	75	75
Vascular System Injuries	MESH:D057772					2	3	3	3	4	4	4	4	4	4	4					0	33.3	33.3	33.3	25	25	25	25	25	25	25
Frontotemporal Dementia	MESH:D057180						2	3	3	3	3	4	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Renal Colic	MESH:D056844			2	2	2	3	3	3	4	4	4	4	4	4	4			0	0	0	0	0	0	0	0	0	0	0	0	0
Meningeal Carcinomatosis	MESH:D055756									2	2	2	3	3	4	4									0	0	0	66.6	66.6	50	50
Spondylosis	MESH:D055009					2	3	3	4	4	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Extensively Drug-Resistant Tuberculosis	MESH:D054908									2	2	2	3	3	4	4									0	0	0	0	0	0	0
Lymphoma, Extranodal NK-T-Cell	MESH:D054391						2	2	2	3	3	4	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Sinus Arrest, Cardiac	MESH:D054138								2	3	4	4	4	4	4	4								0	0	0	0	0	0	0	0
Nocturnal Enuresis	MESH:D053206					3	4	4	4	4	4	4	4	4	4	4					66.6	50	50	50	50	50	50	50	50	50	50
Azotemia	MESH:D053099						2	2	2	3	4	4	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Bulimia Nervosa	MESH:D052018					2	2	3	3	3	3	3	3	3	3	4					50	0	0	0	0	0	0	0	0	0	0
Gastrointestinal Stromal Tumors	MESH:D046152									2	3	4	4	4	4	4									0	0	0	0	0	0	0
Ileus	MESH:D045823											3	3	3	4	4											0	0	0	0	0
Scleroderma, Diffuse	MESH:D045743					2	2	2	2	3	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Carcinoma, Pancreatic Ductal	MESH:D021441	2	2	2	3	3	3	3	3	3	3	3	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intracranial Thrombosis	MESH:D020767				2	2	2	2	3	3	4	4	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Mononeuropathies	MESH:D020422						2	2	2	4	4	4	4	4	4	4						50	0	0	50	50	50	50	50	50	50
Muscular Dystrophy, Duchenne	MESH:D020388									3	3	3	4	4	4	4									0	0	0	0	0	0	0
Osteoarthritis, Knee	MESH:D020370							2	2	2	3	3	4	4	4	4							50	50	50	33.3	33.3	25	25	25	25
Alcohol Withdrawal Seizures	MESH:D020270					2	2	2	3	4	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
REM Sleep Behavior Disorder	MESH:D020187							3	4	4	4	4	4	4	4	4							0	0	0	0	0	0	0	0	0
Sleep Bruxism	MESH:D020186					2	3	3	3	4	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Sleep Apnea, Obstructive	MESH:D020181				2	2	2	2	2	3	3	3	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Acquired Hyperostosis Syndrome	MESH:D020083						2	2	3	3	3	3	3	3	4	4						0	0	0	0	0	0	0	0	0	0
Schizophrenia Spectrum and Other Psychotic Disorders	MESH:D019967				3	3	3	4	4	4	4	4	4	4	4	4				66.6	66.6	66.6	50	50	50	50	50	50	50	50	50
Attention Deficit and Disruptive Behavior Disorders	MESH:D019958		2	2	2	3	4	4	4	4	4	4	4	4	4	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepatitis, Autoimmune	MESH:D019693					2	3	3	3	3	3	3	3	4	4	4					0	33.3	0	0	0	0	0	0	50	50	50
Capillary Leak Syndrome	MESH:D019559							2	3	4	4	4	4	4	4	4							0	0	0	0	0	0	0	0	0
Neck Pain	MESH:D019547					2	2	2	2	2	3	3	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Craniofacial Abnormalities	MESH:D019465				2	2	2	2	3	3	3	3	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Epilepsy, Rolandic	MESH:D019305					3	3	3	4	4	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
